Title,Question,Answer,Equipment,Topic,Severity,Source,Date Reported,Repair Type,Tags
"SOTU 600 emulsifier start weight setting","When should the SOTU 600 emulsifier start during the loading process?","Set the emulsifier start weight to at least 500kg (not 350kg as may be default). Starting the emulsifier too early with insufficient product in the mixer can cause damage or ineffective emulsification. Also ensure melters are always fully stocked - running production with partially filled melters causes excessively long ingredient loading times.",Ball Mill/Conche,Operation,medium,"Packint Tech Support - Giacomo",2024-11-12,Operation,"SOTU 600, emulsifier, start weight, 500kg, melter, loading time"
"SOTU 600 lecithin loading method during auto cycle","When and how should we load lecithin during the SOTU 600 auto cycle?","Load lecithin directly through the mixer door grid while the auto cycle is running - there is no need to stop/pause the cycle. Open the mixer door and pour the lecithin through the grid. If you pause the cycle to add lecithin, the mixer agitator also stops, which is unnecessary. The lecithin incorporates quickly with the stirrer running.",Ball Mill/Conche,Operation,low,"Packint Tech Support - Giacomo",2024-11-18,Operation,"SOTU 600, lecithin, loading, mixer door, grid, no pause needed, auto cycle"
"SOTU 600 sampling during refining without stopping","How do we take a product sample during refining without interrupting the auto cycle?","Take the sample from the pipe that goes from the Mixer to Mill 1. Open the Mill 1 door to access the pipe while the cycle continues. Note: opening the door will stop the Mill 1 stirrer (safety interlock), but the rest of the cycle continues. Set a longer refining time than expected (e.g., 100 min instead of 70) to give yourself time to test and decide whether to continue refining or start the automatic unloading phase. You can adjust the unloading time while the cycle is running.",Ball Mill/Conche,Operation,low,"Packint Tech Support - Giacomo",2024-11-18,Operation,"SOTU 600, sampling, refining, pipe, mixer to mill1, door interlock, adjust time"
"Hopper breaker tripping on SOTU 600 processing line","Breaker 15Q1 tripped during operation. What does it connect to?","Breaker 15Q1 connects to the hopper/vibrator motor. If it trips: (1) Check that the hopper is not clogged with product. (2) Verify the motor is not hot (could indicate overload). (3) Check input voltage is correct. (4) Take a photo of the breaker's adjustment wheel setting and send to Packint for review. The adjustment wheel may need to be set higher if the hopper load is causing nuisance trips.",Ball Mill/Conche,Electrical,medium,"Packint Tech Support - Giacomo",2024-10-21,Troubleshooting,"15Q1 breaker, hopper, vibrator, motor, tripped, adjustment wheel"
"Dry feeder loading sequence for SOTU 600","Which dry feeder loads first - powder or sugar?","The loading sequence is: Powder (#1, left hopper) loads first, then Sugar (#2, right hopper). The sequence matches the PLC display layout left-to-right. When splitting ingredients between two hoppers, ensure each hopper has the correct weight programmed. If only one hopper has weight programmed but the total amount is split between both, you'll need to manually load the second portion or adjust the recipe.",Ball Mill/Conche,Operation,low,"Packint Tech Support - Giacomo",2024-08-15,Operation,"dry feeder, sequence, powder first, sugar second, left right, PLC display"
"Mill and mixer pump speed settings for SOTU 600","What speed should the pumps be set to when starting?","Set pumps to 50Hz for standard operation. In auto mode, the pumps auto-adjust based on level sensors but don't change the set value on the touch screen - the system manages speed internally. The minimum auto-adjusted speed is 30Hz in auto mode. Below 30Hz, pumps can be damaged from insufficient flow. Do NOT manually set pump speeds below 30Hz. For each new auto cycle, verify pump speeds are properly set before starting.",Ball Mill/Conche,Operation,medium,"Packint Tech Support - Giacomo, Alvaro",2024-08-20,Operation,"pump speed, 50Hz, auto-adjust, level sensors, 30Hz minimum, SOTU 600"
"Ball valve position indicator on conche valves","How do I know if the ball valve on the conche is open or closed?","The arrow indicator on the valve shows the flow direction. Place the arrow in the position marked in the reference photo from Giacomo. When the arrow aligns with the pipe direction, the valve is open. The 3-way valve has two positions: one directs flow to the tank, the other allows recirculation back into the conche.",Conche,Mechanical,low,"Packint Tech Support - Giacomo",2024-10-22,Operation,"ball valve, position indicator, arrow, open, closed, 3-way valve, flow direction"
"Mill-50 water pump replacement - VFD tripping resolved","Just installed the new water pump on the Mill-50 but the VFD keeps tripping. What's wrong?","The jumper for the motor poles was reversed. Once the jumper polarity was corrected, the VFD stopped tripping. After correcting this, if the pump still won't start even though the 'pump on' switch lights up: check if the VFD is faulted without showing an error code. Reset the drive by power cycling it. The motor should free-spool when unpowered, confirming it's not locked up mechanically.",Ball Mill,Electrical,medium,"Packint Tech Support - Giacomo, Hunter Peterson",2024-02-05,Repair,"Mill-50, water pump, VFD, tripping, jumper poles, reversed, drive fault, reset"
"SOTU 600 valve 14c position for mill-to-mixer transfer","What is the correct setting for valve 14c (between Mill 1 and Mill 2) to route product from Mill 1 back to the mixer?","The valve icon on the PLC screen may appear incorrectly rotated. Check the physical valve position - the 3-way valve directs flow either from Mill1 to Mill2 or from Mill1 back to the mixer depending on position. Verify by watching the actual flow direction after toggling the valve.",Ball Mill/Conche,Operation,low,"Packint Tech Support - Alvaro",2024-10-28,Operation,"SOTU 600, valve 14c, Mill1, Mill2, mixer, 3-way valve, PLC icon"
"Thick chocolate without lecithin causing SOTU 600 pump issues","We're making chocolate without sunflower lecithin for a client. The mills keep getting max level alarms and the chocolate is very thick.","Without lecithin, the chocolate is much more viscous. The pumps slow down to compensate, which can cause the upstream mill to fill faster than the downstream equipment can process. Solutions: (1) Increase fat content (cocoa butter) significantly - 19% may not be enough. (2) If max level alarms occur, manually transfer from Mill2 to conche first, then Mill1 to Mill2. (3) Reduce pump speeds on Mixer (45Hz) and Mill1 (45Hz), keep Mill2 at 60Hz. (4) Consider adding additional 20kg cocoa butter if viscosity is causing persistent issues. (5) Transfer thick product out of mills before it sits - the longer it sits, the thicker it gets.",Ball Mill/Conche,Operation,high,"Packint Tech Support - Giacomo, Alvaro",2024-10-29,Operation,"no lecithin, thick chocolate, viscosity, max level alarm, pump speed, cocoa butter, 45Hz, SOTU 600"
"Electrical panel door key missing for Mill 2","We can't open the electrical panel door on Mill 2 - we never received keys. How do we get in?","There are no spare keys available. To open the locked door: unscrew the knob/lock cylinder to remove it. This gives you access to the panel. A new replacement knob can be ordered if needed. In the future, ensure keys are accounted for during machine commissioning and installation.",Ball Mill,Mechanical,low,"Packint Tech Support - Giacomo",2024-10-31,Specification,"electrical panel, key, missing, unscrew knob, Mill 2, lock"
"SOTU 600 refining time extension during auto cycle","If the chocolate needs more refining time and we miss the window to adjust, how do we extend it?","While in auto mode, you can increase the refining time at any point before it reaches zero. For example: if set to 100 minutes and at 95 minutes you test and it needs more time, change to 110 minutes before the timer expires. The cycle continues running. If the timer has already expired and the cycle stopped, set all ingredient weights to zero, set the new refining time, and restart the auto cycle - it will process the existing product without loading new ingredients.",Ball Mill/Conche,Operation,medium,"Packint Tech Support - Giacomo",2024-02-25,Operation,"SOTU 600, refining time, extend, auto cycle, zero ingredients, timer"
"Liquor melter maximum temperature setting","What is the maximum temperature we should set for the liquor/cocoa mass melter?","The melter can be set up to 50°C for cocoa mass/liquor. Setting it higher can help melt large volumes faster, but the standard operating range is typically around 50°C. Ensure all mass is fully melted and liquid before starting production on the SOTU 600 line - partially melted chunks entering the system cause problems.",General - All Equipment,Operation,low,"Packint Tech Support - Giacomo",2024-06-15,Operation,"liquor melter, maximum temperature, 50°C, cocoa mass, melting"
